1	58	2	2	4
1	28	5	1	6
1	68	5	1	6
1	44	4	0	4
1	11	0	4	4
1	70	2	2	4
2	33	2	1	3
2	50	1	1	2
2	76	1	2	3
2	37	1	2	3
2	68	1	2	3
2	20	2	1	3
3	6	0	2	2
3	15	0	2	2
3	38	2	1	3
3	18	2	1	3
3	68	1	1	2
3	24	2	1	3
4	73	1	1	2
4	29	1	1	2
4	34	1	1	2
4	69	1	1	2
4	68	2	0	2
4	25	0	2	2
5	15	2	0	2
5	74	0	1	1
5	10	0	1	1
5	17	1	0	1
5	16	0	1	1
5	47	0	1	1
6	5	5	1	6
6	67	1	3	4
6	63	1	3	4
6	62	0	4	4
6	36	4	1	5
6	71	1	3	4
7	33	0	2	2
7	62	0	2	2
7	17	0	2	2
7	9	1	1	2
7	44	2	0	2
7	70	0	2	2
8	72	0	3	3
8	62	0	2	2
8	16	0	3	3
8	69	2	1	3
8	41	3	0	3
8	48	3	0	3
9	29	2	0	2
9	10	1	1	2
9	62	0	1	1
9	2	2	0	2
9	34	2	0	2
9	35	0	2	2
9	11	1	1	2
10	30	1	1	2
10	31	1	1	2
10	69	0	2	2
10	14	1	1	2
10	43	1	1	2
10	20	2	0	2
11	12	2	2	4
11	8	3	1	4
11	18	6	0	6
11	57	0	4	4
11	37	1	4	5
11	52	2	3	5
12	5	3	0	3
12	30	2	1	3
12	67	3	0	3
12	17	2	1	3
12	28	2	1	3
12	52	2	1	3
13	6	2	1	3
13	5	0	3	3
13	29	3	0	3
13	68	1	2	3
13	24	2	1	3
13	4	2	2	4
14	64	2	0	2
14	31	1	0	1
14	29	0	1	1
14	17	1	0	1
14	44	0	1	1
14	43	1	1	2
15	79	1	1	2
15	32	1	1	2
15	19	1	1	2
15	55	2	0	2
15	61	0	2	2
15	48	2	0	2
16	67	3	1	4
16	72	1	4	5
16	25	1	3	4
16	14	1	3	4
16	20	5	0	5
16	4	2	2	4
17	73	0	3	3
17	40	4	0	4
17	57	2	2	4
17	16	3	0	3
17	59	2	1	3
17	20	1	3	4
18	50	3	0	3
18	40	4	0	4
18	32	1	2	3
18	39	0	3	3
18	35	2	1	3
18	56	2	1	3
19	32	1	1	2
19	76	0	1	1
19	29	0	1	1
19	9	1	1	2
19	59	1	0	1
19	71	2	0	2
20	6	2	0	2
20	33	1	1	2
20	31	2	0	2
20	63	1	1	2
20	27	0	2	2
20	55	0	2	2
21	79	2	2	4
21	73	0	4	4
21	50	2	3	5
21	12	1	3	4
21	15	4	1	5
21	22	5	0	5
22	64	1	3	4
22	15	2	2	4
22	5	2	2	4
22	18	2	2	4
22	58	0	4	4
22	26	1	3	4
23	64	3	0	3
23	21	2	1	3
23	14	1	2	3
23	55	3	0	3
23	48	3	0	3
23	54	2	1	3
24	38	2	0	2
24	18	0	1	1
24	17	1	0	1
24	55	1	0	1
25	6	1	0	1
25	39	2	0	2
25	68	0	1	1
25	41	0	2	2
25	70	0	1	1
26	21	4	1	5
26	5	3	2	5
26	51	3	3	6
26	72	3	3	6
26	27	3	2	5
26	34	3	3	6
27	40	1	1	2
27	8	0	2	2
27	74	1	1	2
27	72	1	1	2
27	9	1	1	2
27	11	0	2	2
28	6	1	1	2
28	33	1	1	2
28	7	3	0	3
28	9	1	3	4
28	22	2	0	2
28	44	2	1	3
29	6	0	1	1
29	38	2	0	2
29	74	0	1	1
29	47	1	0	1
29	59	1	0	1
29	22	2	0	2
29	55	0	1	1
29	3	0	1	1
30	32	1	1	2
30	39	1	1	2
30	19	0	2	2
30	56	1	1	2
30	61	0	2	2
30	54	1	1	2
31	12	3	0	3
31	40	1	1	2
31	7	3	0	3
31	10	0	2	2
31	2	2	1	3
31	41	1	1	2
32	64	2	1	3
32	12	2	1	3
32	65	2	1	3
32	78	2	1	3
32	46	1	2	3
32	37	0	3	3
33	51	1	3	4
33	39	1	3	4
33	28	4	0	4
33	37	2	2	4
33	71	0	4	4
33	70	1	3	4
34	30	1	1	2
34	78	0	1	1
34	18	0	1	1
34	43	2	0	2
35	31	1	1	2
35	63	0	2	2
35	44	2	0	2
35	55	1	1	2
35	48	2	0	2
35	54	1	1	2
36	64	3	1	4
36	19	1	4	5
36	42	1	4	5
36	28	1	5	6
36	34	6	0	6
36	69	3	2	5
37	67	1	2	3
37	45	2	1	3
37	9	2	1	3
37	47	0	3	3
37	34	2	1	3
37	36	0	3	3
38	10	1	2	3
38	57	0	2	2
38	17	0	2	2
38	47	0	2	2
38	61	2	1	3
38	54	0	2	2
39	39	2	0	2
39	54	1	0	1
40	6	1	1	2
40	33	1	1	2
40	29	0	1	1
40	68	0	2	2
40	44	0	2	2
40	71	1	1	2
41	31	2	3	5
41	57	0	4	4
41	9	5	0	5
41	2	1	3	4
41	24	6	1	7
41	60	1	3	4
42	73	2	1	3
42	30	2	1	3
42	62	0	3	3
42	37	0	3	3
42	2	2	1	3
42	52	1	2	3
43	30	1	3	4
43	63	1	2	3
43	42	2	2	4
43	58	1	2	3
43	59	3	0	3
43	44	2	2	4
44	38	1	1	2
44	78	2	0	2
44	52	1	1	2
44	44	0	1	1
44	54	0	2	2
44	26	0	1	1
45	32	0	2	2
45	39	1	1	2
45	17	1	1	2
45	56	1	1	2
45	71	2	0	2
45	70	0	2	2
46	29	3	2	5
46	58	1	3	4
46	37	1	3	4
46	69	2	3	5
46	35	5	1	6
46	4	2	3	5
47	5	1	0	1
47	16	1	0	1
47	47	1	1	2
47	49	2	0	2
47	69	1	0	1
47	20	0	2	2
48	8	1	1	2
48	18	2	1	3
48	16	0	2	2
48	68	1	1	2
48	71	3	0	3
48	60	1	1	2
49	45	0	1	1
49	44	1	1	2
49	3	1	0	1
49	71	0	1	1
49	11	1	0	1
49	20	1	0	1
50	17	0	2	2
50	59	2	0	2
50	55	0	2	2
50	61	1	1	2
50	48	1	1	2
50	54	1	1	2
51	73	0	5	5
51	12	3	4	7
51	51	8	0	8
51	25	4	2	6
51	71	2	3	5
51	70	2	3	5
52	40	3	1	4
52	72	1	3	4
52	69	0	4	4
52	22	1	3	4
52	61	1	3	4
